review_id,review_text,sentiment_label,issue_label,is_multi_topic,secondary_issue,comment_type,source,processed_text
724,Chất lượng sản phẩm: bt Bẹbdodnksghij skhheodod. Khiosknhd jihhdkksjshjdjhdhd,neutral,product_quality,no,,free_text_review,shopee_real_scraped,chất lượng sản phẩm bt bẹbdodnksghij skhheodod khiosknhd jihhdkksjshjdjhdhd
725,"Xác nhận thì lâu, giao hàng nhanh nhưng hàng quá kém đồ dỏm, đặt 4 hỏng 2 thì xài đc cái gì? Mọi người mua hàng xem xét lại nhé",negative,damaged_defective,yes,shipping_delivery,free_text_review,shopee_real_scraped,xác nhận thì lâu giao hàng nhanh nhưng hàng quá kém đồ dỏm đặt 4 hỏng 2 thì xài đc cái gì mọi người mua hàng xem xét lại nhé
726,Khăn chưa dùng nhưng nhìn bề ngoài tạm được,positive,damaged_defective,no,,free_text_review,shopee_real_scraped,khăn chưa dùng nhưng nhìn bề ngoài tạm được
727,"Chất lượng sản phẩm: TỆ Không tôn trọng khách hàng, thái độ lồi lõm, giao hàng sai, hàng thiếu chất lượng",negative,product_quality,yes,shipping_delivery,free_text_review,shopee_real_scraped,chất lượng sản phẩm tệ không tôn trọng khách hàng thái độ lồi lõm giao hàng sai hàng thiếu chất lượng
728,"Mình đặt 2 cái mà giao có 1 thôi, nhưng mình lỡ cắt cái túi ngoài rồi nên không trả hàng được. Mn nhớ kiểm kĩ nha",positive,damaged_defective,no,,free_text_review,shopee_real_scraped,mình đặt 2 cái mà giao có 1 thôi nhưng mình lỡ cắt cái túi ngoài rồi nên không trả hàng được mn nhớ kiểm kĩ nha
729,"Shop giao thiếu hàng, k kiểm hàng Ibox cho shop, shop k trả lời Tẩy chay",negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,shop giao thiếu hàng k kiểm hàng ibox cho shop shop k trả lời tẩy chay
730,"Ảnh khẩu trang hiệu khác màu trắng , giao lại màu xanh và không giống như ảnh đăng , vải xấu",neutral,damaged_defective,yes,shipping_delivery,free_text_review,shopee_real_scraped,ảnh khẩu trang hiệu khác màu trắng giao lại màu xanh và không giống như ảnh đăng vải xấu
731,Giao thiếu hàng. Shop trả lời tin nhắn rất chậm. Sẽ không bao giờ mua lại,negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao thiếu hàng shop trả lời tin nhắn rất chậm sẽ không bao giờ mua lại
732,"Mua hàng trên sp nhiều rồi mà đây là lần đầu tiên phải đánh giá 1s. Shop làm ăn quá tệ, GH thiếu nhưng ko giao thêm mà hoàn tiền về ví sp để khách rút ra thì phải mất 11k tiền phí. ngta đặt hàng đợi tận 15 ngày là để nhận hàng chứ ko phải để nhận lại tiền đã vậy còn bị hao hụt. Mìh đặt tận 20sp mà v",negative,damaged_defective,yes,shipping_delivery,free_text_review,shopee_real_scraped,mua hàng trên sp nhiều rồi mà đây là lần đầu tiên phải đánh giá 1s shop làm ăn quá tệ gh thiếu nhưng ko giao thêm mà hoàn tiền về ví sp để khách rút ra thì phải mất 11k tiền phí ngta đặt hàng đợi tận 15 ngày là để nhận hàng chứ ko phải để nhận lại tiền đã vậy còn bị hao hụt mìh đặt tận 20sp mà v
733,"giao k đúng hàng ,mua cái này giao cái khác ,k nhắn tin hỏi khách câu nào",neutral,no_issue,no,,free_text_review,shopee_real_scraped,giao k đúng hàng mua cái này giao cái khác k nhắn tin hỏi khách câu nào
734,"Giao thiếu đơn, xử lý chậm trể, mua hơn 10 món, giao k đủ, chờ hoàn tiền, rút phí tiền về mất 11k. Shop làm việc k có trách nhiệm. K ktra đơn hàng và số lượng, lúc mới đầu báo thì kêu chờ xem nhân viên nào đóng gói. Nghĩ sao mua nhiêu đây thiếu 2 món mà vẫn lấy tiền đủ được. K giám mua lần 2 tỡn tới già. Xử lý đơn hàng thiếu cũng k có trách nhiệm",negative,packaging,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao thiếu đơn xử lý chậm trể mua hơn 10 món giao k đủ chờ hoàn tiền rút phí tiền về mất 11k shop làm việc k có trách nhiệm k ktra đơn hàng và số lượng lúc mới đầu báo thì kêu chờ xem nhân viên nào đóng gói nghĩ sao mua nhiêu đây thiếu 2 món mà vẫn lấy tiền đủ được k giám mua lần 2 tỡn tới già xử lý đơn hàng thiếu cũng k có trách nhiệm
735,"Giao sai hàng, có nhắn tin riêng nhưng cũng chả hỗ trợ được gì. Mua 5 món giao sai 2 món, khi nhắn riêng thì shop báo trả hàng hoàn tiền trong khi mình chỉ muốn đổi lại 2 món giao sai thôi",negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao sai hàng có nhắn tin riêng nhưng cũng chả hỗ trợ được gì mua 5 món giao sai 2 món khi nhắn riêng thì shop báo trả hàng hoàn tiền trong khi mình chỉ muốn đổi lại 2 món giao sai thôi
736,"Shop giao thiếu hàng, khiếu nại ko dc giải quyết. Món hàng nhỏ ko đáng bao nhiêu tiền nhưng shop làm vậy mất uy tín quá. Ko bao giờ mua lại lần 2 . Sản phẩm kém chất lượng ko giống trong hình ảnh.👎",negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,shop giao thiếu hàng khiếu nại ko dc giải quyết món hàng nhỏ ko đáng bao nhiêu tiền nhưng shop làm vậy mất uy tín quá ko bao giờ mua lại lần 2 sản phẩm kém chất lượng ko giống trong hình ảnh
737,Ca giữ nhiệt không giống như trong ảnh nha mình mua mẫu kia tại sao lại giao mẫu này nếu không có thì báo mình biết chứ sao ẩu vậy shop bán không có tâm,neutral,damaged_defective,yes,shipping_delivery,free_text_review,shopee_real_scraped,ca giữ nhiệt không giống như trong ảnh nha mình mua mẫu kia tại sao lại giao mẫu này nếu không có thì báo mình biết chứ sao ẩu vậy shop bán không có tâm
738,"Shop thối giao thiếu hàng đưa 25 tờ 1k, bấm móng tay rỉ sắt bé tý, đồ cũ kỹ. Dịch vụ và thái độ kém vô cùng Nên tránh xa",negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,shop thối giao thiếu hàng đưa 25 tờ 1k bấm móng tay rỉ sắt bé tý đồ cũ kỹ dịch vụ và thái độ kém vô cùng nên tránh xa
739,"Chất lượng sản phẩm: tệ Đối tượng sử dụng: tệ Mùi hương: dõm Giao hàng thiếu nha mọi người, đồ dùng cũng tệ thì mình nói vì gia ko cao, mà ở đây chuyên gia giao hành thiếu luôn trước khi mua mình đã thấy nhiều đánh giá như vậy rồi mà mình vẫn đặt thử và i như rằng là giao thiếu hàng nhé mọi người",negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,chất lượng sản phẩm tệ đối tượng sử dụng tệ mùi hương dõm giao hàng thiếu nha mọi người đồ dùng cũng tệ thì mình nói vì gia ko cao mà ở đây chuyên gia giao hành thiếu luôn trước khi mua mình đã thấy nhiều đánh giá như vậy rồi mà mình vẫn đặt thử và i như rằng là giao thiếu hàng nhé mọi người
740,"Chấp nhận bỏ luôn 180 để đánh giá cái shop :)) Đặt 2 hộp mứt để ăn tết cuối cùng cận ngày tết giao không có :)) nhắn thì thiếu trách nhiệm, giải thích cũng không giải thích. Rồi nguyên cái tết nhà không có hộp mứt :) Không cần lấy lại tiền nữa, chấp nhận bỏ luôn tiền để đánh giá cho cái shop này, xin mọi người tránh xa, cực kì thiếu trách nhiện, đặt cả tuần hơn cận tết giao cuối cùng thiếu 2 hộp mứt không đặt ship chỗ khác kịp nữa",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped,chấp nhận bỏ luôn 180 để đánh giá cái shop đặt 2 hộp mứt để ăn tết cuối cùng cận ngày tết giao không có nhắn thì thiếu trách nhiệm giải thích cũng không giải thích rồi nguyên cái tết nhà không có hộp mứt không cần lấy lại tiền nữa chấp nhận bỏ luôn tiền để đánh giá cho cái shop này xin mọi người tránh xa cực kì thiếu trách nhiện đặt cả tuần hơn cận tết giao cuối cùng thiếu 2 hộp mứt không đặt ship chỗ khác kịp nữa
741,1 bịch giấy 14k mà tui tưởng giấy 5k 1 bịch . Giấy mỏng khô chùi vào bũn ra nát mem . Giao hàng thì thiếu lên thiếu xg . Ib hoàn tiền thì lâu la . Bán có tâm xíu di ạ,neutral,material_comfort,yes,shipping_delivery,free_text_review,shopee_real_scraped,1 bịch giấy 14k mà tui tưởng giấy 5k 1 bịch giấy mỏng khô chùi vào bũn ra nát mem giao hàng thì thiếu lên thiếu xg ib hoàn tiền thì lâu la bán có tâm xíu di ạ
742,Chất lượng sản phẩm: có một thứ không giống sản phẩm thật tệ Yêu cầu shop để hình sao bán y vậy,negative,seller_service,no,,free_text_review,shopee_real_scraped,chất lượng sản phẩm có một thứ không giống sản phẩm thật tệ yêu cầu shop để hình sao bán y vậy
743,Chất lượng sản phẩm: giao thieu món này.. .báo cao shop pppe hoàn phièn phức tào lợcao.mà chưa chắc đuoc nhân lại tiền,neutral,damaged_defective,yes,shipping_delivery,free_text_review,shopee_real_scraped,chất lượng sản phẩm giao thieu món này báo cao shop pppe hoàn phièn phức tào lợcao mà chưa chắc đuoc nhân lại tiền
744,"Đặt mua 15 hộp khăn giấy, giao có 5 họp mà vẫn tính tiền giá 15 hộp. Làm ăn lừa lọc",negative,packaging,yes,shipping_delivery,free_text_review,shopee_real_scraped,đặt mua 15 hộp khăn giấy giao có 5 họp mà vẫn tính tiền giá 15 hộp làm ăn lừa lọc
745,"Giao thiếu tùm lum, chất lượng sp tạm phù hợp giá tiền",negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao thiếu tùm lum chất lượng sp tạm phù hợp giá tiền
746,Giao thiếu đèn ngủ và 2 quyển sổ. Shop xem thì trả lời tin nhắn cho mình. Tiền trả hết đơn hàng nhưng lại giao thiếu. Không tl tn là sao ??,negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao thiếu đèn ngủ và 2 quyển sổ shop xem thì trả lời tin nhắn cho mình tiền trả hết đơn hàng nhưng lại giao thiếu không tl tn là sao
747,"Làm ăn gian dối, tự ý đổi hàng, không giải quyết vấn đề, giao kệ không có bánh xe",neutral,no_issue,no,,free_text_review,shopee_real_scraped,làm ăn gian dối tự ý đổi hàng không giải quyết vấn đề giao kệ không có bánh xe
748,"Nhờ shop kiểm tra kỉ đơn hàng rồi mới giao, mà vẫn giao thiếu đồ. Tiếp tục lần 2 không có móc máng. Thiếu 1 hộp khăn ướt",negative,packaging,yes,shipping_delivery,free_text_review,shopee_real_scraped,nhờ shop kiểm tra kỉ đơn hàng rồi mới giao mà vẫn giao thiếu đồ tiếp tục lần 2 không có móc máng thiếu 1 hộp khăn ướt
749,"Giao lộn hàng. Giao Thiếu sản phẩn, sai sản phẩm",negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao lộn hàng giao thiếu sản phẩn sai sản phẩm
750,"Làm ăn k uy tín gì hết, giao thiếu hàng và không đúng như mô tả",negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,làm ăn k uy tín gì hết giao thiếu hàng và không đúng như mô tả
751,Gửi hàng thiếu nhan tin thi shop im ru không trả lời,negative,seller_service,yes,wrong_missing_item,free_text_review,shopee_real_scraped,gửi hàng thiếu nhan tin thi shop im ru không trả lời
752,"Đối tượng sử dụng: chịu Chất lượng sản phẩm: có được shop gửi hàng đâu mà nxet Giao sp thiếu, không hoàn hay bù cho khách, nhân viên gói hàng không gói hàng cho khách nhưng vẫn khoanh sp (giống như đã xác nhận có sp) như bình thường",positive,packaging,yes,shipping_delivery,free_text_review,shopee_real_scraped,đối tượng sử dụng chịu chất lượng sản phẩm có được shop gửi hàng đâu mà nxet giao sp thiếu không hoàn hay bù cho khách nhân viên gói hàng không gói hàng cho khách nhưng vẫn khoanh sp giống như đã xác nhận có sp như bình thường
753,"giao hàng khoong đủ đồ má ơi, thiếu của t một bộ kịp ghim :)",neutral,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao hàng khoong đủ đồ má ơi thiếu của t một bộ kịp ghim
754,"Dở , khăn giấy ướt chảy nước ướt , gói hàng không có tâm",neutral,packaging,no,,free_text_review,shopee_real_scraped,dở khăn giấy ướt chảy nước ướt gói hàng không có tâm
755,Đối tượng sử dụng: tat ca Chất lượng sản phẩm: bình thường Giao thiếu hàng,negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,đối tượng sử dụng tat ca chất lượng sản phẩm bình thường giao thiếu hàng
756,"Một trong ít sản phẩm giữ lại (sau khi trả hàng gần 1 nửa) thì dùng lần đầu tiên là gãy luôn. Rất ít khi trả hàng vì trả hàng lúc nào cũng mất tiền nhưng nhận hàng của shop này mở ra rất bực buộc phải trả. Đừng nói hàng rẻ thì chịu vì ng mua ai cũng muốn săn hàng rẻ, còn shop bán phải trung thực",positive,damaged_defective,yes,price_value,free_text_review,shopee_real_scraped,một trong ít sản phẩm giữ lại sau khi trả hàng gần 1 nửa thì dùng lần đầu tiên là gãy luôn rất ít khi trả hàng vì trả hàng lúc nào cũng mất tiền nhưng nhận hàng của shop này mở ra rất bực buộc phải trả đừng nói hàng rẻ thì chịu vì ng mua ai cũng muốn săn hàng rẻ còn shop bán phải trung thực
757,Dong hang so sai toi tay con bi rach moc treo thi treo dây thun cung rot,neutral,no_issue,no,,free_text_review,shopee_real_scraped,dong hang so sai toi tay con bi rach moc treo thi treo dây thun cung rot
758,Chất lượng sản phẩm: giao sai hoàn toàn.đồ dỏm kg Kg nên mua nha mọi người..đặt món này giao món nọ..mà toàn đồ dỏm kg à,negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,chất lượng sản phẩm giao sai hoàn toàn đồ dỏm kg kg nên mua nha mọi người đặt món này giao món nọ mà toàn đồ dỏm kg à
759,"TREO ĐẦU DÊ BÁN THỊT CHÓ. ĐẶT 50 MÓC VÀ 1 HỘP KHĂN GIẤY ƯỚT MÀ SHOP CHỈ GIAO CÓ 10 MÓC, NHẮN TIN THÌ SHOP IM LẶNG, BUÔN BÁN THẤT ĐỨC NHƯ VẬY MONG SHOP SỚM ĐÓNG CỬA, MỌI NGƯỜI NÊN NÉ SHOP NÀY RA, ĐỪNG ỦNG HỘ CHO NHỮNG CON NGƯỜI BUÔN BÁN KHÔNG UY TÍN NHƯ VẦY NỮA 🤬🤬🤬",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped,treo đầu dê bán thịt chó đặt 50 móc và 1 hộp khăn giấy ướt mà shop chỉ giao có 10 móc nhắn tin thì shop im lặng buôn bán thất đức như vậy mong shop sớm đóng cửa mọi người nên né shop này ra đừng ủng hộ cho những con người buôn bán không uy tín như vầy nữa
760,"Shop rất tệ, dao và kéo không để trong hộp, mình kiểm hàng xong bị đứt tay, khăn giấy gấu trúc và móc bị đen, dơ, mà còn giao thiếu cho mình 2 bịch nữa, tấm thớt bị trày (chắc do dao kéo để ở ngoài quẹt dô)",negative,packaging,yes,shipping_delivery,free_text_review,shopee_real_scraped,shop rất tệ dao và kéo không để trong hộp mình kiểm hàng xong bị đứt tay khăn giấy gấu trúc và móc bị đen dơ mà còn giao thiếu cho mình 2 bịch nữa tấm thớt bị trày chắc do dao kéo để ở ngoài quẹt dô
761,Shop đóng hàng không cẩn thận. Bọc rách rơi đồ. Giao ko đúng hình shop chụp🙂,negative,packaging,yes,shipping_delivery,free_text_review,shopee_real_scraped,shop đóng hàng không cẩn thận bọc rách rơi đồ giao ko đúng hình shop chụp
762,giao thiếu MUA 10 BỊCH TÍNH TIỀN 10 BỊCH GIAO CÓ 1???? không hoàn tiền lại dịch vụ như b,negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao thiếu mua 10 bịch tính tiền 10 bịch giao có 1 không hoàn tiền lại dịch vụ như b
763,"Shop giao hàng thiếu, thiếu 1 móc inox 6k với thiếu quà tặng miếng đựng thẻ ATM",neutral,seller_service,yes,shipping_delivery,free_text_review,shopee_real_scraped,shop giao hàng thiếu thiếu 1 móc inox 6k với thiếu quà tặng miếng đựng thẻ atm
764,shop gửi thiếu hàng mọi ng nên quay video khui hàng khi mua tại đây,negative,wrong_missing_item,yes,seller_service,free_text_review,shopee_real_scraped,shop gửi thiếu hàng mọi ng nên quay video khui hàng khi mua tại đây
765,Quá dỏm. Rẻ nhưng bì đã lủng còn dán keo nến lại nữa chứ. Bó tay shop luôn,negative,damaged_defective,yes,price_value,free_text_review,shopee_real_scraped,quá dỏm rẻ nhưng bì đã lủng còn dán keo nến lại nữa chứ bó tay shop luôn
766,"Đóng gói hàng quá sơ sài, rách tè le đơn hàng. Không thể chấp nhận nổi. Shop gửi thiếu 2 miếng nhấc nồi hoặc có thể do đóng gói quá sơ sài đơn hàng racha trong quá trình vận chuyển đã rớt mất hàng. Nói chung quá tệ về cách đóng gói hàng",negative,shipping_delivery,yes,packaging,free_text_review,shopee_real_scraped,đóng gói hàng quá sơ sài rách tè le đơn hàng không thể chấp nhận nổi shop gửi thiếu 2 miếng nhấc nồi hoặc có thể do đóng gói quá sơ sài đơn hàng racha trong quá trình vận chuyển đã rớt mất hàng nói chung quá tệ về cách đóng gói hàng
767,Đóng gói sơ sài giao về móp méo tùm lum còn bị rách ở bên ngoài đồ ở trong thì gãy bỏ tiền ra mua nhưng nhận về thì k thể sài được. Chuẩn bị hàng rất là lâu và giao thiếu đồ nữa thiếu rất là nhiều,negative,packaging,yes,shipping_delivery,free_text_review,shopee_real_scraped,đóng gói sơ sài giao về móp méo tùm lum còn bị rách ở bên ngoài đồ ở trong thì gãy bỏ tiền ra mua nhưng nhận về thì k thể sài được chuẩn bị hàng rất là lâu và giao thiếu đồ nữa thiếu rất là nhiều
768,Shop làm ăn tệ quá. Có chai dung dịch rửa tay. Khăn giấy. Mà ko quấn chai dung dịch riêng. Để đổ hết chai dung dịch. Ướt hết giấy,negative,seller_service,no,,free_text_review,shopee_real_scraped,shop làm ăn tệ quá có chai dung dịch rửa tay khăn giấy mà ko quấn chai dung dịch riêng để đổ hết chai dung dịch ướt hết giấy
769,"chưa nói đến sp . Vì rẻ nên chát luog cug tạm - nhug rất chê về vấn đề đóg gói sp. Quá cẩu thả và k chuyên nghiệp ! -mặc du mjnh mua cả thùng . 30 gòi .. mà nhu mua vài gói . Dóng hag lỏng lẻo . Ko dog gói cân thận - giấy xô nhau , méo mó, giấy ướt ben trong cug xô theo ( vì giáy bên trong rất ít) goi bé",negative,damaged_defective,no,,free_text_review,shopee_real_scraped,chưa nói đến sp vì rẻ nên chát luog cug tạm nhug rất chê về vấn đề đóg gói sp quá cẩu thả và k chuyên nghiệp mặc du mjnh mua cả thùng 30 gòi mà nhu mua vài gói dóng hag lỏng lẻo ko dog gói cân thận giấy xô nhau méo mó giấy ướt ben trong cug xô theo vì giáy bên trong rất ít goi bé
770,"Kho còn hàng mình đặt ok nhưng shop báo hết hàng vẫn gửi thiếu hàng,dù shop hoàn tiền nhưng mình ko hài lòng,shop nên ib báo khách",negative,wrong_missing_item,yes,damaged_defective,free_text_review,shopee_real_scraped,kho còn hàng mình đặt ok nhưng shop báo hết hàng vẫn gửi thiếu hàng dù shop hoàn tiền nhưng mình ko hài lòng shop nên ib báo khách
771,"Mình đặt khăn giấy vn airline thì shop giao giấy gấu trúc giá cũng chênh lệch cũng gần 1 nữa, chùi nhiều màu kim tuyến thì giao chùi nồi, shop thay đổi sản phẩm cũng k báo khách, giờ gửi đổi trả thì mắc công, shop làm ăn quá tệ",negative,color_design,yes,shipping_delivery,free_text_review,shopee_real_scraped,mình đặt khăn giấy vn airline thì shop giao giấy gấu trúc giá cũng chênh lệch cũng gần 1 nữa chùi nhiều màu kim tuyến thì giao chùi nồi shop thay đổi sản phẩm cũng k báo khách giờ gửi đổi trả thì mắc công shop làm ăn quá tệ
772,"Giao thiếu hàng, thời gian giao hàng lâu. Bọc hàng ẩu, khay giấy bạc mua về bị bóp méo hết k sử dụng được, thìa cũng cong vênh. Không bao giờ mua lại lần sau. Quá thất vọng",negative,packaging,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao thiếu hàng thời gian giao hàng lâu bọc hàng ẩu khay giấy bạc mua về bị bóp méo hết k sử dụng được thìa cũng cong vênh không bao giờ mua lại lần sau quá thất vọng
773,"Giao thiếu sản phẩm rao cạo râu cần thiết gọi và nhắn tin 1 tuần thì không được hỗ trợ bất cứ gì , tờ giấy thì ghi rõ ràng là hoàn tiền nhưng không hoàn tiền",negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao thiếu sản phẩm rao cạo râu cần thiết gọi và nhắn tin 1 tuần thì không được hỗ trợ bất cứ gì tờ giấy thì ghi rõ ràng là hoàn tiền nhưng không hoàn tiền
774,"Chất lượng sản phẩm: ok Có cái đúng mô tả, có cái thì không, giao đồ lâu hơn cả hàng quốc tế, mất uy tín",positive,no_issue,no,,free_text_review,shopee_real_scraped,chất lượng sản phẩm ok có cái đúng mô tả có cái thì không giao đồ lâu hơn cả hàng quốc tế mất uy tín
775,Giao hàng thiếu.nt ko trả lời.nói chung ko nên mua,negative,seller_service,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao hàng thiếu nt ko trả lời nói chung ko nên mua
776,"Shop chuẩn bị hàng quá tệ phải có 0 sao là cho luôn rồi , thấy sp rẻ đặt 5 món giao không đủ ib thì không reply , hên là chỉ có vài chục nghìn nhưng làm ăn vậy không uy tín rồi",negative,damaged_defective,yes,shipping_delivery,free_text_review,shopee_real_scraped,shop chuẩn bị hàng quá tệ phải có 0 sao là cho luôn rồi thấy sp rẻ đặt 5 món giao không đủ ib thì không reply hên là chỉ có vài chục nghìn nhưng làm ăn vậy không uy tín rồi
777,Chất lượng sản phẩm: giao hàng thiếu Mua một đơn hàng thiếu đến mấy sản phẩm. Shop tệ,negative,seller_service,yes,shipping_delivery,free_text_review,shopee_real_scraped,chất lượng sản phẩm giao hàng thiếu mua một đơn hàng thiếu đến mấy sản phẩm shop tệ
778,"Lần đầu tiên mua hàng của shop & cũg là lần đầu tôi đánh giá 1 sao cho 1 shop shopee, tôi đã nt trong vài ngày để chờ shop phản hồi nhưng shop ko hề phản hồi tôi",positive,damaged_defective,yes,price_value,free_text_review,shopee_real_scraped,lần đầu tiên mua hàng của shop cũg là lần đầu tôi đánh giá 1 sao cho 1 shop shopee tôi đã nt trong vài ngày để chờ shop phản hồi nhưng shop ko hề phản hồi tôi
779,Toàn chọn màu hồng cho Nam là sao? Shop không tâm lý xíu nào ạ. Đống đồ màu hồng rồi sao dám dùng????,neutral,color_design,yes,seller_service,free_text_review,shopee_real_scraped,toàn chọn màu hồng cho nam là sao shop không tâm lý xíu nào ạ đống đồ màu hồng rồi sao dám dùng
780,"GIAO THIẾU HÀNG, BẢO CHUYỂN TRẢ, LỪA ĐẢO, CUNG ĐẦU TƯ LÀM CÁI LỆNH CHUYỂN, KHINH",negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao thiếu hàng bảo chuyển trả lừa đảo cung đầu tư làm cái lệnh chuyển khinh
781,Không hiểu shop làm ăn kiểu gì luôn á. Thấy rẻ nên mua đâu ngờ là hàng rẻ mà đóng gói tệ vậy đâu trời. Sợ thật không dám mua lần sau,positive,no_issue,yes,packaging,free_text_review,shopee_real_scraped,không hiểu shop làm ăn kiểu gì luôn á thấy rẻ nên mua đâu ngờ là hàng rẻ mà đóng gói tệ vậy đâu trời sợ thật không dám mua lần sau
782,"Shop ko có tâm , đặt màu xám mà tự tiện giao màu mà shop thích . Không thèm hỏi ý kiến khách . 10đ cho shop",positive,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped,shop ko có tâm đặt màu xám mà tự tiện giao màu mà shop thích không thèm hỏi ý kiến khách 10đ cho shop
783,Tệ giao thiếu 4sp nhưng chỉ hoàn tiền 3 ăn chăn 1 sp tuy không nhiều nhưng mọi người không nên mua shop này,positive,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,tệ giao thiếu 4sp nhưng chỉ hoàn tiền 3 ăn chăn 1 sp tuy không nhiều nhưng mọi người không nên mua shop này
784,"Khong hiểu tại dao mình đặt 1 sống chén và 1 kệ giày mà lại giao tận 2 sống chén, rất là mất thời gian của mình tièn bạc các thứ. Mình nghĩ nên xem xét lạii cách chuẩn bị hàng nhá, vì khâu chuẩn bị khá lâu mà lại chuản bị như thế",neutral,damaged_defective,no,,free_text_review,shopee_real_scraped,khong hiểu tại dao mình đặt 1 sống chén và 1 kệ giày mà lại giao tận 2 sống chén rất là mất thời gian của mình tièn bạc các thứ mình nghĩ nên xem xét lạii cách chuẩn bị hàng nhá vì khâu chuẩn bị khá lâu mà lại chuản bị như thế
785,"Giao thiếu 3 món hàng nghỉ sao 1 món không nói đằng này 3 món , cố ý thì có, gói hàng sơ xài , thất vọng thật sự",negative,packaging,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao thiếu 3 món hàng nghỉ sao 1 món không nói đằng này 3 món cố ý thì có gói hàng sơ xài thất vọng thật sự
786,"Chất lượng sản phẩm: tệ Giao hàng chậm, đã vậy còn sai mẫu",negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,chất lượng sản phẩm tệ giao hàng chậm đã vậy còn sai mẫu
787,Chất lượng sản phẩm: tệ Mua loại tốt giao qua loại 2- và 3 là sao buôn bán lừa gạt,negative,product_quality,no,,free_text_review,shopee_real_scraped,chất lượng sản phẩm tệ mua loại tốt giao qua loại 2 và 3 là sao buôn bán lừa gạt
788,Giao sai hàng rồi.. mình đặt giỏ rác mini mà giao cái này,negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao sai hàng rồi mình đặt giỏ rác mini mà giao cái này
789,"Giao hàng thiếu, không hỗ trợ khách đối soát, nhắn tin kỳ kèo",neutral,no_issue,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao hàng thiếu không hỗ trợ khách đối soát nhắn tin kỳ kèo
790,"Chưa sử dụng nên chưa biết, mua rất nhiều món, riêng sp này giao không đủ số lượng đủ, mua 3 giao 2",neutral,damaged_defective,no,,free_text_review,shopee_real_scraped,chưa sử dụng nên chưa biết mua rất nhiều món riêng sp này giao không đủ số lượng đủ mua 3 giao 2
791,Giấy rất là thô chỉ để chùi lung tung nói chung giấy ít mà còn thô,neutral,no_issue,no,,free_text_review,shopee_real_scraped,giấy rất là thô chỉ để chùi lung tung nói chung giấy ít mà còn thô
792,"Minh đã đặt mua 15 gói , nhưng shop giao minh nhận được 5 gói ???",positive,damaged_defective,yes,shipping_delivery,free_text_review,shopee_real_scraped,minh đã đặt mua 15 gói nhưng shop giao minh nhận được 5 gói
793,Đồ rẻ nhưng ko nên mua nha,positive,damaged_defective,no,,free_text_review,shopee_real_scraped,đồ rẻ nhưng ko nên mua nha
794,Đã làm thì làm cho có tâm. Mua con ông giá con ông nhưng lại giao con vịt,positive,damaged_defective,yes,shipping_delivery,free_text_review,shopee_real_scraped,đã làm thì làm cho có tâm mua con ông giá con ông nhưng lại giao con vịt
795,"Chất lượng sản phẩm: ly vắt cam bị vỡ đáy, bộ dao không đúng với hàng đã đặt, tay cầm không chắc",negative,damaged_defective,no,,free_text_review,shopee_real_scraped,chất lượng sản phẩm ly vắt cam bị vỡ đáy bộ dao không đúng với hàng đã đặt tay cầm không chắc
796,"Giao thiếu đồ chặn cửa, nhắn tin thì shop không trả lời, ko có bao nhiêu tiền mà shop kỳ quá",negative,wrong_missing_item,yes,shipping_delivery,free_text_review,shopee_real_scraped,giao thiếu đồ chặn cửa nhắn tin thì shop không trả lời ko có bao nhiêu tiền mà shop kỳ quá
