page,review_text,cleaned_review,sentiment,issue
10,mik lướt thấy có shop bán 27k mà xem đánh giá thấy mng bảo áo mỏng lắm ko dám đặt nên mình mới đặt shop này 57k cứ nghĩ nó sẽ dày dặn hơn :)) ai dè mỏng dánh còn hơn lát thịt hủ tiếu,mik lướt thấy có shop bán 27k mà xem đánh giá thấy mng bảo áo mỏng lắm khong dám đặt nên mình mới đặt shop này 57k cứ nghĩ nó sẽ dày dặn hơn ai dè mỏng dánh còn hơn lát thịt hủ tiếu,negative,product_quality
10,Áo may lệch. Giặt xong vải bị loang màu rất xấu,áo may lệch giặt xong vải bị loang màu rất xấu,negative,product_quality
10,kh nhận đc hàng?????,khong nhận duoc hàng sao sao sao sao sao,negative,shipping_delivery
11,Chất liệu: xù lông Sản phẩm: Sản phẩm chất lượng kém,chất liệu xù lông sản phẩm sản phẩm chất lượng kém,negative,product_quality
11,Nhiều chỉ thừa,nhiều chỉ thừa,neutral,product_quality
11,Giao thiếu hàng,giao thiếu hàng,negative,wrong_missing_item
11,vải quá mỏng,vải quá mỏng,negative,product_quality
12,giao sai sản phẩm,giao sai sản phẩm,negative,wrong_missing_item
12,Đúng với mô tả: mỏng,đúng với mô tả mỏng,neutral,product_quality
12,Tệ vô cùng,tệ vô cùng,negative,product_quality
12,áo mỏng tệ,áo mỏng tệ,negative,product_quality
12,Sản phẩm: Sản phẩm chất lượng kém,sản phẩm sản phẩm chất lượng kém,negative,product_quality
13,Sản phẩm: Sản phẩm không như mô tả,sản phẩm sản phẩm khong như mô tả,negative,product_attribute
13,Sản phẩm: Hàng lỗi hoặc bị hư hỏng,sản phẩm hàng lỗi hoặc bị hư hỏng,negative,product_quality
17,"Sản phẩm: Sản phẩm chất lượng kém, Sản phẩm không như mô tả",sản phẩm sản phẩm chất lượng kém sản phẩm khong như mô tả,negative,product_quality
18,"Sản phẩm: Sản phẩm không như mô tả, Sản phẩm chất lượng kém",sản phẩm sản phẩm khong như mô tả sản phẩm chất lượng kém,negative,product_attribute
19,Sản phẩm: Sản phẩm không như mô tả Đánh giá được dịch tự động bởi hệ thống,sản phẩm sản phẩm khong như mô tả đánh giá duoc dịch tự động bởi hệ thống,negative,product_attribute
1,Chất liệu: đúng mô tả Màu sắc: đúng như hình Đúng với mô tả: đúng Quá chật lòi hẳn cái gót chân 1 gjaochu9x,chất liệu đúng mô tả màu sắc đúng như hình đúng với mô tả đúng quá chật lòi hẳn cái gót chân 1 gjaochu9x,negative,product_attribute
1,đi chưa đc 1 tháng đã rách,đi chưa duoc 1 tháng đã rách,negative,product_quality
1,"Màu sắc: đen Chất liệu: hàng nhái của mẫu dép này Tiền nào của đấy thôi. Đôi gần 30k với đôi mình mua trực tiếp ngoài quầy 50k nó khác nhau 1 trời 1 vực . Chốt lại 1 câu : đắt sắt ra miếng . Đôi 50k đúng với giá trị của 50k còn đôi mua của shop là hàng nhái lại , nhìn đôi dép rất dại, đeo vào chân rất khó chịu mà còn hôi nhựa nữa 1 ngocinh909",màu sắc đen chất liệu hàng nhái của mẫu dép này tiền nào của đấy thôi đôi gần 30k với đôi mình mua trực tiếp ngoài quầy 50k nó khác nhau 1 trời 1 vực chốt lại 1 câu đắt sắt ra miếng đôi 50k đúng với giá trị của 50k còn đôi mua của shop là hàng nhái lại nhìn đôi dép rất dại đeo vào chân rất khó chịu mà còn hôi nhựa nữa 1 ngocinh909,negative,product_attribute
1,"Này mới bóc đấy , muốn 5 sao mà ko biết tăng sao lên kiểu gì , bẩn lắm đó shop ạ 1 anhlychi",này mới bóc đấy muốn 5 sao mà khong biết tăng sao lên kiểu gì bẩn lắm đó shop ạ 1 anhlychi,negative,product_quality
1,Màu sắc: Đen Đúng với mô tả: Không đúng lắm Đặt hàng có chữ made in Việt Nam ấy vậy mà giao loại không in chữ. Nếu là loại ko in chữ thì giá lại rẻ hơn chứ sao để giá và hình ảnh là loại in chữ là thế nào vậy shop. Chất lượng chưa bàn đến nhưng treo đầu dê bán thịt chó là không được rồi,màu sắc đen đúng với mô tả khong đúng lắm đặt hàng có chữ made in việt nam ấy vậy mà giao loại khong in chữ nếu là loại khong in chữ thì giá lại rẻ hơn chứ sao để giá và hình ảnh là loại in chữ là thế nào vậy shop chất lượng chưa bàn đến nhưng treo đầu dê bán thịt chó là khong duoc rồi,negative,product_attribute
1,"Nhìn chung ok.mỗi cái shop làm ăn hơi chán.đặt 42.mà lại gửi size 43 nên không vừa quá to 1 1 2 3 4 5 CÁC SẢN PHẨM KHÁC CỦA SHOP Xem Tất Cả Dép nhựa đúc siêu bền đi trong nhà, văn phòng, nhà tắm, chống trơn trượt size 36-43 618 25.000 ₫ 4.9 70k+ đã bán Dép đúc nguyên khối siêu nhẹ,dép cao su non ba sọc thể thao chống nước 191 43.900 ₫ 4.8 30k+ đã bán Dép siêu nhẹ đi trong nhà,văn phòng,êm dẻo chống trơn trượt hot 2023 522 39.600 ₫ 4.8 10k+ đã bán Dép Tổ Ong Huyền Thoại Nhiều Màu - Giày KUUL 15.000 ₫ 4.7 20k+ đã bán Dép đi trong nhà dép lỗ mặt cười nữ nam đi văn phòng nhà tắm chống trơn trượt 388 30.000 ₫ 4.9 10k+ đã bán Dép tổ ong siêu nhẹ nam nữ EVA tăng 1 size | Dép tổ ong chính hãng Việt Nam | Giày KUUL 36.900 ₫ 4.8 10k+ đã bán Dép bánh mì nữ quai ngang girl phố đi mưa du lịch tắm biển nâng đế 5cm sticker trà sữa,labubu 58.500 ₫ 4.9 20k+ đã bán Dép lỗ quả táo đi nhà tắm chống trơn trượt dễ cọ rửa size 35-43 25.200 ₫ 4.9 30k+ đã bán Dép xốp lỗ siêu nhẹ đi trong nhà tắm, văn phòng, chống trượt siêu bền 065 - Giày KUUL 42.000 ₫ 4.8 10k+ đã bán Dép nhựa trong dẻo,đi trong nhà,văn phòng,dép mặt cười 098 31.500 ₫ 4.8 10k+ đã bán Dép quai ngang Asia kẻ sọc - Giày KUUL 68.400 ₫ 4.9 3k+ đã bán Miếng Lót Giày Quế, Lót Giầy Hương Quế Độn Đế Giày Khử Mùi Hôi Đủ Size 10.000 ₫ 4.9 2k+ đã bán Dép sục nam đi biển,đế dày chống trượt,chống mài mòn chất liệu eva nam nữ vs903 63.300 ₫ 4.9 7k+ đã bán Dép sục nam siêu nhẹ,bền đế cao 5cm siêu bền bỉ chống trơn trượt hq006 72.000 ₫ 4.8 6k+ đã bán Giày thể thao Asia đế kếp, cầu lông, bóng chuyền, đi bộ - Giày KUUL 159.000 ₫ 4.8 40k+ đã bán Dép lỗ VIP đi nhà tắm chống trơn trượt dễ cọ rửa size 35-44 38.000 ₫ 4.9 4k+ đã bán Dép kẹp xỏ ngón 2 lớp cao cấp - Tông hươu - Giày Kuul 99.000 ₫ 4.7 10k+ đã bán Dép lê Asia nam 2 quai dép siêu nhẹ người già chất lượng 72.000 ₫ 4.9 479 đã bán Dép đi trong nhà siêu êm hot 611 30.000 ₫ 4.9 1k+ đã bán Tông ASIA trắng, đen nam nữ đi chơi siêu bền siêu sang 70.000 ₫ 4.7 2k+ đã bán Dép đi trong nhà xixitiao,siêu êm,bền nhẹ giá rẻ dễ đi 8903 45.000 ₫ 4.9 782 đã bán Dép tổ ong xanh đủ size nam nữ, đi trong nhà chất lượng 17.000 ₫ 4.7 2k+ đã bán Dép slipper đế bằng,chống trượt chống ồn đàn hồi giảm chấn tiện lợi trong nhà nhà tắm vs2213 65.000 ₫ 4.8 171 đã bán Dép Gà Bitas chính hãng nam đen và nâu 225.000 ₫ 4.7 547 đã bán Mã giảm giá của Shop Giảm 7k₫ Đơn Tối Thiểu 49k₫ Đã dùng 92%, HSD: 31.05.2026 Lưu 3 Top Sản Phẩm Nổi Bật Dép nhựa đúc siêu bền đi trong nhà, văn phòng, nhà tắm, chống trơn trượt size 36-43 618 25.000 ₫ Dép Tổ Ong Huyền Thoại Nhiều Màu - Giày KUUL 15.000 ₫ Giày thể thao Asia đế kếp, cầu lông, bóng chuyền, đi bộ - Giày KUUL 159.000 ₫ Dép xốp lỗ siêu nhẹ đi trong nhà tắm, văn phòng, chống trượt siêu bền 065 - Giày KUUL 42.000 ₫ Dép lỗ quả táo đi nhà tắm chống trơn trượt dễ cọ rửa size 35-43 25.200 ₫ Dép kẹp xỏ ngón 2 lớp cao cấp - Tông hươu - Giày Kuul 99.000 ₫ Dép lỗ VIP đi nhà tắm chống trơn trượt dễ cọ rửa size 35-44 38.000 ₫ Giày đinh đá bóng Thành Phát thể thao chính hãng - Đế đỏ, xanh - Giày KUUL 115.200 ₫ DỊCH VỤ KHÁCH HÀNG Trung Tâm Trợ Giúp Shopee Shopee Blog Shopee Mall Hướng Dẫn Mua Hàng/Đặt Hàng Hướng Dẫn Bán Hàng Ví ShopeePay Shopee Xu Đơn Hàng Trả Hàng/Hoàn Tiền Liên Hệ Shopee Chính Sách Bảo Hành SHOPEE VIỆT NAM Về Shopee Tuyển Dụng Điều Khoản Shopee Chính Sách Bảo Mật Shopee Mall Kênh Người Bán Flash Sale Tiếp Thị Liên Kết Liên Hệ Truyền Thông THANH TOÁN ĐƠN VỊ VẬN CHUYỂN THEO DÕI SHOPEE Facebook Instagram LinkedIn TẢI ỨNG DỤNG SHOPEE © 2026 Shopee. Tất cả các quyền được bảo lưu. Quốc gia & Khu vực: Argentina Singapore Indonesia Thái Lan Malaysia Việt Nam Philippines Brazil México Đài Loan CHÍNH SÁCH BẢO MẬT QUY CHẾ HOẠT ĐỘNG CHÍNH SÁCH VẬN CHUYỂN CHÍNH SÁCH TRẢ HÀNG VÀ HOÀN TIỀN Công ty TNHH Shopee Địa chỉ: Tầng 4-5-6, Tòa nhà Capital Place, số 29 đường Liễu Giai, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam Chăm sóc khách hàng: Gọi tổng đài Shopee (miễn phí) hoặc Trò chuyện với Shopee ngay trên Trung tâm trợ giúp Chịu Trách Nhiệm Quản Lý Nội Dung: Nguyễn Bùi Anh Tuấn Mã số doanh nghiệp: 0106773786 do Sở Kế hoạch và Đầu tư TP Hà Nội cấp lần đầu ngày 10/02/2015 © 2015 - Bản quyền thuộc về Công ty TNHH Shopee 2",nhìn chung ok mỗi cái shop làm ăn hơi chán đặt 42 mà lại gửi size 43 nên khong vừa quá to 1 1 2 3 4 5 các sản phẩm khác của shop xem tất cả dép nhựa đúc siêu bền đi trong nhà văn phòng nhà tắm chống trơn trượt size 36 43 618 25 000 4 9 70k đã bán dép đúc nguyên khối siêu nhẹ dép cao su non ba sọc thể thao chống nước 191 43 900 4 8 30k đã bán dép siêu nhẹ đi trong nhà văn phòng êm dẻo chống trơn trượt hot 2023 522 39 600 4 8 10k đã bán dép tổ ong huyền thoại nhiều màu giày kuul 15 000 4 7 20k đã bán dép đi trong nhà dép lỗ mặt cười nữ nam đi văn phòng nhà tắm chống trơn trượt 388 30 000 4 9 10k đã bán dép tổ ong siêu nhẹ nam nữ eva tăng 1 size dép tổ ong chính hãng việt nam giày kuul 36 900 4 8 10k đã bán dép bánh mì nữ quai ngang girl phố đi mưa du lịch tắm biển nâng đế 5cm sticker trà sữa labubu 58 500 4 9 20k đã bán dép lỗ quả táo đi nhà tắm chống trơn trượt dễ cọ rửa size 35 43 25 200 4 9 30k đã bán dép xốp lỗ siêu nhẹ đi trong nhà tắm văn phòng chống trượt siêu bền 065 giày kuul 42 000 4 8 10k đã bán dép nhựa trong dẻo đi trong nhà văn phòng dép mặt cười 098 31 500 4 8 10k đã bán dép quai ngang asia kẻ sọc giày kuul 68 400 4 9 3k đã bán miếng lót giày quế lót giầy hương quế độn đế giày khử mùi hôi đủ size 10 000 4 9 2k đã bán dép sục nam đi biển đế dày chống trượt chống mài mòn chất liệu eva nam nữ vs903 63 300 4 9 7k đã bán dép sục nam siêu nhẹ bền đế cao 5cm siêu bền bỉ chống trơn trượt hq006 72 000 4 8 6k đã bán giày thể thao asia đế kếp cầu lông bóng chuyền đi bộ giày kuul 159 000 4 8 40k đã bán dép lỗ vip đi nhà tắm chống trơn trượt dễ cọ rửa size 35 44 38 000 4 9 4k đã bán dép kẹp xỏ ngón 2 lớp cao cấp tông hươu giày kuul 99 000 4 7 10k đã bán dép lê asia nam 2 quai dép siêu nhẹ người già chất lượng 72 000 4 9 479 đã bán dép đi trong nhà siêu êm hot 611 30 000 4 9 1k đã bán tông asia trắng đen nam nữ đi chơi siêu bền siêu sang 70 000 4 7 2k đã bán dép đi trong nhà xixitiao siêu êm bền nhẹ giá rẻ dễ đi 8903 45 000 4 9 782 đã bán dép tổ ong xanh đủ size nam nữ đi trong nhà chất lượng 17 000 4 7 2k đã bán dép slipper đế bằng chống trượt chống ồn đàn hồi giảm chấn tiện lợi trong nhà nhà tắm vs2213 65 000 4 8 171 đã bán dép gà bitas chính hãng nam đen và nâu 225 000 4 7 547 đã bán,negative,product_attribute
2,Không đúng với hình ảnh như đã đặt ở trên 2 e2_arugiu_,khong đúng với hình ảnh như đã đặt ở trên 2 e2 arugiu,negative,product_attribute
2,Đeo nặng chân không giống với loại đẹp mua bên ngoài đâu mng !!!!,đeo nặng chân khong giống với loại đẹp mua bên ngoài đâu mng,negative,product_quality
2,Màu sắc: đúng Đúng với mô tả: sai Chất liệu: sai Gởi dép không in mẫu có logo nên mang bị cứng 1 40.hthanhtuyn547,màu sắc đúng đúng với mô tả sai chất liệu sai gởi dép khong in mẫu có logo nên mang bị cứng 1 40 hthanhtuyn547,negative,product_attribute
2,"Màu sắc: đen Mang êm lắm, quá là ưng",màu sắc đen mang êm lắm quá là ưng,positive,no_issue
2,Chất liệu: ổn Đúng với mô tả: đúng đen,chất liệu ổn đúng với mô tả đúng đen,positive,no_issue
2,Màu sắc: dung Đó sợ hhdrkkbcdgjjbfdhbcdhjjjbcsdgbbnnhgfghbnhbvvvvvnb,màu sắc dung đó sợ hhdrkkbcdgjjbfdhbcdhjjjbcsdgbbnnhgfghbnhbvvnb,neutral,spam_irrelevant
3,Mua đôi 1 thì 25k. Đặt mua đôi thứ 2 lên 68k là sao kkk,mua đôi 1 thì 25k đặt mua đôi thứ 2 lên 68k là sao kkk,neutral,price_value
3,Đặt size 43 mà ship size 42 :(((( tệ,đặt size 43 mà ship size 42 tệ,negative,product_attribute
3,"Dép cứng,thô đi k êm chân cảm giác còn không bằng đôi 5k của tôi mua",dép cứng thô đi khong êm chân cảm giác còn khong bằng đôi 5k của tôi mua,negative,product_quality
3,Độ bền: ảnh thì có chữ in ở chân mà nhận về ko có Sản phẩm: Sản phẩm giả mạo,độ bền ảnh thì có chữ in ở chân mà nhận về khong có sản phẩm sản phẩm giả mạo,negative,product_attribute
3,Đúng với mô tả: ko dep lam Chất liệu: nhựa Màu sắc: đen hàng bị bom mag ship cho khách khác,đúng với mô tả khong dep lam chất liệu nhựa màu sắc đen hàng bị bom mag ship cho khách khác,negative,product_quality
4,Chất liệu: chật Đúng với mô tả: nhỏ Màu sắc: đẹp Sản phẩm: Sản phẩm không như mô tả,chất liệu chật đúng với mô tả nhỏ màu sắc đẹp sản phẩm sản phẩm khong như mô tả,negative,product_attribute
4,Nta is going ướt không có gì 👎 mẹ con đi học đi làm ở đâu mà có thể gửi lại cho anh biết là cô giáo với em được rồi em y ai cũng nói tư tưởng đạo lý do tại sao không,nta is going ướt khong có gì mẹ con đi học đi làm ở đâu mà có thể gửi lại cho anh biết là cô giáo với em duoc rồi em y ai cũng nói tư tưởng đạo lý do tại sao khong,neutral,spam_irrelevant
4,Nhắn tin cho shop cho 2 màu cuối cùng vẫn 1 màu,nhắn tin cho shop cho 2 màu cuối cùng vẫn 1 màu,negative,product_attribute
4,Size 42 mà còn bé hơn cái dép size 41 đang đeo,size 42 mà còn bé hơn cái dép size 41 đang đeo,negative,product_attribute
4,đã nhắn tin cho shop đổi màu mà shop ko đổi,đã nhắn tin cho shop đổi màu mà shop khong đổi,negative,product_attribute
4,Giao hàng chậm không đúng với mô tả,giao hàng chậm khong đúng với mô tả,negative,shipping_delivery
5,Ui dels mùi dựa hinh khủng mỏng nhẹ nhưng đúng tiền nào của đấy 35k thes là ok,ui dels mùi dựa hinh khủng mỏng nhẹ nhưng đúng tiền nào của đấy 35k thes là ok,positive,no_issue
5,Đep số 43 gi mà be the,đep số 43 gi mà be the,negative,product_attribute
5,Dép bị thủng lỗ rách,dép bị thủng lỗ rách,negative,product_quality
5,"Size 43 mà có chút éc, tầm 41",size 43 mà có chút éc tầm 41,negative,product_attribute
5,hoạ tiết không đẹp như ảnh,hoạ tiết khong đẹp như ảnh,negative,product_attribute
5,Đặt size 41 giao size 40 mang chật lất,đặt size 41 giao size 40 mang chật lất,negative,product_attribute
6,"Nhận đc hàng size mang chật vô cùng, size 42mà y như 40 nông dô bó chân lắm mới vừa",nhận duoc hàng size mang chật vô cùng size 42mà y như 40 nông dô bó chân lắm mới vừa,negative,product_attribute
6,K đc êm,khong duoc êm,negative,product_quality
6,Sản phẩm: Sản phẩm chất lượng kém Dép mất góc + nhiều viền chưa cắt hết trông chán,sản phẩm sản phẩm chất lượng kém dép mất góc nhiều viền chưa cắt hết trông chán,negative,product_quality
6,Cũng ổn,cũng ổn,positive,no_issue
6,Quá chật,quá chật,negative,product_attribute
6,Sai màu,sai màu,negative,product_attribute
7,hàng lỗi,hàng lỗi,negative,product_quality
7,chật,chật,negative,product_attribute
7,Sản phẩm: Hàng lỗi hoặc bị hư hỏng,sản phẩm hàng lỗi hoặc bị hư hỏng,negative,product_quality
8,Sản phẩm: Sản phẩm không như mô tả,sản phẩm sản phẩm khong như mô tả,negative,product_attribute
8,Sản phẩm: Sản phẩm chất lượng kém,sản phẩm sản phẩm chất lượng kém,negative,product_quality
9,Sản phẩm: Sản phẩm giả mạo,sản phẩm sản phẩm giả mạo,negative,product_attribute
1,Thật thất vọng với kiểu cách làm ăn của shop này : Treo đầu dê bán thịt chó. 1_ Trước khi đặt hàng tôi đã xem qua nhiều shop và giá thành cũng rẻ hơn với (27k/1 đôi) nên đã nhắn tin cho shop.vì thấy hình ảnh dép shop quảng bá có đủ logo trên (mặt bàn chân dép và quai) mới chọn đặt với giá 35k/1 đôi. 2_ Shop có nhắc lưu ý vì dép khuôn nhỏ nên khi đặt phải lớn hơn 1size và tôi đã thực hiện đúng theo shop. Size chuẩn chân giày đá banh của tôi là size 38 tôi đặt size (39) Đôi thứ hai chân size 41đặt size (42). Vậy mà chân size 38 mang size 42 mới vừa .(còn size39 màu ghi xám nên mn cân nhắc khi đặt nơi shop này !,thật thất vọng với kiểu cách làm ăn của shop này treo đầu dê bán thịt chó 1 trước khi đặt hàng tôi đã xem qua nhiều shop và giá thành cũng rẻ hơn với 27k 1 đôi nên đã nhắn tin cho shop vì thấy hình ảnh dép shop quảng bá có đủ logo trên mặt bàn chân dép và quai mới chọn đặt với giá 35k 1 đôi 2 shop có nhắc lưu ý vì dép khuôn nhỏ nên khi đặt phải lớn hơn 1size và tôi đã thực hiện đúng theo shop size chuẩn chân giày đá banh của tôi là size 38 tôi đặt size 39 đôi thứ hai chân size 41đặt size 42 vậy mà chân size 38 mang size 42 mới vừa còn size39 màu ghi xám nên moi nguoi cân nhắc khi đặt nơi shop này,negative,product_attribute
1,Độ bền: quảng cáo 1 kiểu bán 1 kiểu. Độ êm: shop bán ko uy tín Màu sắc: nt shop ko tl Nếu muốn bán lâu dài thì gửi hàng uy tín đi . Treo đầu dê bán thịt chó Nt cho shop ko trả lời mọi ng mua chú ý nhé,độ bền quảng cáo 1 kiểu bán 1 kiểu độ êm shop bán khong uy tín màu sắc nt shop khong tl nếu muốn bán lâu dài thì gửi hàng uy tín đi treo đầu dê bán thịt chó nt cho shop khong trả lời mọi ng mua chú ý nhé,negative,seller_service
1,Hàng không đúng như shop quảng cáo hàng việt nam hàng không đúng đáng một sao 0:12 0:06,hàng khong đúng như shop quảng cáo hàng việt nam hàng khong đúng đáng một sao,negative,product_attribute
1,"Đúng với mô tả: ko đúng size , mua 2 đôi 1 đôi 41 đôi 40 giao 2 đôi 40 , lạy shop Màu sắc: như cec 0:09 1 qito53wnni",đúng với mô tả khong đúng size mua 2 đôi 1 đôi 41 đôi 40 giao 2 đôi 40 lạy shop màu sắc như cec,negative,product_attribute
1,Màu sắc: dép đẹp Đúng với mô tả: đúng với mô tả Chất liệu: tốt Anh ship thái độ nói chuyện với khách hàng quá cọc cằn thái độ với khách hàng đánh giá 1 sao,màu sắc dép đẹp đúng với mô tả đúng với mô tả chất liệu tốt anh ship thái độ nói chuyện với khách hàng quá cọc cằn thái độ với khách hàng đánh giá 1 sao,negative,shipping_delivery
1,Tôi chưa nhận được sản phẩm. Thái độ bán hàng của Shop!,tôi chưa nhận duoc sản phẩm thái độ bán hàng của shop,negative,shipping_delivery
2,Đúng với mô tả: k giống mô tả shop đăng Sản phẩm: Sản phẩm không như mô tả,đúng với mô tả khong giống mô tả shop đăng sản phẩm sản phẩm khong như mô tả,negative,product_attribute
2,Màu sắc: đúng Đúng với mô tả: cao su chỗ lồi chỗ lõm Chất liệu: cao su Ko thực sự như mong muốn,màu sắc đúng đúng với mô tả cao su chỗ lồi chỗ lõm chất liệu cao su khong thực sự như mong muốn,negative,product_quality
2,Dép cỡ 41 mà bé hơn cỡ so với cỡ Trật lắm. Mong shop hỗ trợ đổi lại 1 ojnqd9xw9u,dép cỡ 41 mà bé hơn cỡ so với cỡ trật lắm mong shop hỗ trợ đổi lại 1 ojnqd9xw9u,negative,product_attribute
2,Đúng với mô tả: Sop làm ăn bịp người. mọi người ko nên mua,đúng với mô tả sop làm ăn bịp người mọi người khong nên mua,negative,seller_service
2,Đúng với mô tả: giao hàng sai kích thước hazzz 1 namvo205,đúng với mô tả giao hàng sai kích thước hazzz 1 namvo205,negative,product_attribute
2,Chân mình đi 42 nên mình đặt 43 vẫn ko vừa yêu cầu đổi size,chân mình đi 42 nên mình đặt 43 vẫn khong vừa yêu cầu đổi size,negative,product_attribute
3,Độ bền: ko giao hàng Độ êm: ko giao hàng Màu sắc: không giao hàng Không giao hàng tận nơi trong ngày,độ bền khong giao hàng độ êm khong giao hàng màu sắc khong giao hàng khong giao hàng tận nơi trong ngày,negative,shipping_delivery
3,5sao là cờ của Trung Quốc 1sao mới là cờ Việt Nam,5sao là cờ của trung quốc 1sao mới là cờ việt nam,neutral,spam_irrelevant
3,"Sản phẩm: Sản phẩm không như mô tả Ở Việt Nam hiện nay có nhiều ứng dụng điểm danh lấy tiền, dưới đây là một số ứng dụng phổ biến: 1. *VieON*: Cung cấp nhiều nhiệm vụ hàng ngày để người dùng điểm danh và nhận thưởng. 2. *Clipclan*: Cho phép người dùng xem video, làm nhiệm vụ và điểm danh để tích điểm đổi thưởng. 3. *App Moca*: Cung cấp chương trình điểm danh nhận xu và đổi thưởng. 4. *ZaloPay*: Thường xuyên có chương trình điểm danh nhận tiền hoặc voucher. 5. *Ví ShopeePay*: Cung cấp chương trình điểm danh nhận xu, đổi thưởng hoặc giảm giá. Lưu ý rằng các chương trình và ưu đãi có thể thay đổi theo thời gian, bạn nên kiểm tra trực tiếp trên ứng dụng để biết thông tin cụ thể.",sản phẩm sản phẩm khong như mô tả ở việt nam hiện nay có nhiều ứng dụng điểm danh lấy tiền dưới đây là một số ứng dụng phổ biến 1 sao vieon sao cung cấp nhiều nhiệm vụ hàng ngày để người dùng điểm danh và nhận thưởng 2 sao clipclan sao cho phép người dùng xem video làm nhiệm vụ và điểm danh để tích điểm đổi thưởng 3 sao app moca sao cung cấp chương trình điểm danh nhận xu và đổi thưởng 4 sao zalopay sao thường xuyên có chương trình điểm danh nhận tiền hoặc voucher 5 sao ví shopeepay sao cung cấp chương trình điểm danh nhận xu đổi thưởng hoặc giảm giá lưu ý rằng các chương trình và ưu đãi có thể thay đổi theo thời gian bạn nên kiểm tra trực tiếp trên ứng dụng để biết thông tin cụ thể,negative,product_attribute
3,Đúng với mô tả: đặt là side 43 mà shop gửi side 40 ko uy tín Màu sắc: đen Chất liệu: nhựa đúc Sản phẩm sơn ko bám chắc dễ bong,đúng với mô tả đặt là side 43 mà shop gửi side 40 khong uy tín màu sắc đen chất liệu nhựa đúc sản phẩm sơn khong bám chắc dễ bong,negative,product_attribute
3,Màu sắc: ghi Đúng với mô tả: đúng Chất liệu: không biết Jssbs đkeb jsnebd jenebbe kênb eksksb eknbe,màu sắc ghi đúng với mô tả đúng chất liệu khong biết jssbs đkeb jsnebd jenebbe kênb eksksb eknbe,neutral,spam_irrelevant
