page,review_text
8,"Chất lượng sản phẩm: tốt Đúng với mô tả: đúng Chết thật chỉ 40k mà họ sản xuất ra được sản phẩm tốt thế này, chỉn chu quá sức so với giá mua….thêm nguoi bán đóng gói rất cẩn thận…. 0:22 1 n*****2"
8,"Giao hàng nhanh, sản phẩm giống như mô tả, chưa sử dụng nên chưa biết chất lượng sẽ đánh giá sau. Shop có nhiều quà tặng tiện ích 0:18 1 s*****6"
8,"Đúng với mô tả: đúng Chất lượng sản phẩm: tốt Lần trước đã mua shop 1 lần nên ko còn gì để nói, cũng ko có gì để chê. Cho shop 5sao. Shop 10đ 0:10"
8,"Đúng với mô tả: ddunsg vowi mo ta Chất lượng sản phẩm: chât lượng tốt Chuẩn bị và giao nhanh đóng gói cẩn thận tặng kèm khẩu trang 0:04 1 inminhman"
8,"Đúng với mô tả: đúng Chất lượng sản phẩm: chắc tốt Vì chưa thử nên chưa biết sao. Nhưng giao hàng nhanh và sp thấy đẹp. Vote shop và ship 5 sao nhe 0:12"
8,"giao hangf nhanh chóng, tư vấn nhanh gọn lẹ, nhiệt tình, dễ dán, giá cả ổn định, giá rẻ, freeship, ok, mãi iuuuu, ngon lành cành đào 2 1 2 6 7 8 9 10 CÁC SẢN PHẨM KHÁC CỦA SHOP Xem Tất Cả Cường lực chống nhìn trộm có khung tự dán cho iphone 11 pro max 12 pro max 13 promax x xr xs max 7 8 plus 14 15 16 17 26.900 ₫ 4.7 1000k+ đã bán Cường lực camera iphone 15 ProMax 16 ProMax 17 ProMax 17 Air 14 Pro Max 14 Plus 13 ProMax 12 Pro Max 11 Pro Max 12 Mini 15.900 ₫ 4.9 100k+ đã bán Kính cường lực iphone chống nhìn trộm 360 độ từ mọi góc cho ip 17 ProMax 16 ProMax 15 14 13 12 11 Pro Max Xs Xr XsMax X 36.800 ₫ 4.8 400k+ đã bán Cường lực tự dán cao cấp iphone 17 ProMax 17 Air 14 Pro Max 14 Plus 13 12 11 ProMax Xs Max X Xr 15 16 khung tự lấy bụi 27.300 ₫ 4.9 800k+ đã bán Ốp lưng iphone trong suốt chống sốc - Hỗ trợ sạc không dây cho 11 pro max 12 promax 13 14 15 Plus 16 17 ProMax 17 Air 26.800 ₫ 4.8 200k+ đã bán Cường lực khung tự dán iphone xs max 11 pro max 12 13 X Xr 15 pro max 14 promax 7 Plus 8 16 Pro Max 17 ProMax 17 Air 24.900 ₫ 4.8 100k+ đã bán Ốp iphone 17 ProMax 17 Air 14 Pro Max 14 Plus 13 12 ProMax 11 ProMax 15 16 Pro Max Xs Max X Xr 7 8 Plus - Trong suốt 12.500 ₫ 4.9 40k+ đã bán Kính cường lực iphone 15 pro max 14 pro max 11 13 promax 12 7 8 Plus xsmax xr x xs 16 17 ProMax 17 Air - Full màn 3D 22.900 ₫ 4.9 90k+ đã bán Kính Cường Lực Iphone KingKong 4D Chống Nhìn Trộm 360 Độ 4 chiều Cho iPhone 17 Pro Max 16 15 14 13 12 11 ProMax Xs Max 36.900 ₫ 4.9 100k+ đã bán Cáp sạc nhanh đa năng 4 trong 1 hỗ trợ truyền dữ liệu và sạc nhanh 20W và điện thoại android Type-C 65W [SKY] 44.900 ₫ 4.9 60k+ đã bán PPF mặt sau iphone 17 ProMax 16 ProMax 14 ProMax 14 Plus 13 Pro Max 12 ProMax 11 15 ProMax Xs Max 7 Plus 8 X Xr Dán PPF 28.800 ₫ 4.8 40k+ đã bán Kính Cường Lực GORILA GLASS Chống Nhìn Trộm Dán Tự Hút Bụi iphone 17 ProMax 16 ProMax 17 Air 15 Plus 14 13 12 11 X Xs Xr 34.900 ₫ 4.8 100k+ đã bán Kính cường lực iphone Baiko không viền Full màn hình cho ip 16 ProMax 17 ProMax 17 Air 15 14 13 12 11 Pro Max X Xs Xr 22.900 ₫ 4.9 100k+ đã bán Ốp lưng đựng thẻ iphone 16 Pro Max 15 ProMax 11 pro max 12 pro max 13 promax 14 pro max xs max x xr 7 plus 8 plus 19.900 ₫ 4.9 30k+ đã bán Kính Cường Lực Iphone GORILA Tự Dán Chống Nhìn Trộm FULL HỘP Cho ip 17 ProMax 16 ProMax 15 14 13 12 11 Pro Max Xs Xr 34.900 ₫ 4.9 100k+ đã bán Que Chọt Sim, Que Chọc Sim Điện Thoại 5.000 ₫ 4.8 10k+ đã bán Dây sạc cao cấp dù 1m và 3m dành cho 7/8/7plus/8plus/x/xsmax/11/12/13/promax dòng điện 2.4A hỗ trợ sạc nhanh [SKY] 29.500 ₫ 4.8 3k+ đã bán Tai Nghe có dây chân Type C cho 16 Pro Max 15 ProMax 15Pro 15Plus 15 có hỗ trợ mic nghe gọi, âm thanh bass siêu chất. 53.800 ₫ 4.8 20k+ đã bán Kính cường lực iphone SUPER LARGE ARC 300C ESD chống nhìn trộm cho ip 16 ProMax 17 Air 15 Plus 14 13 12 Pro Max 11 XsMax 31.096 ₫ 4.9 200k+ đã bán Cường lực Baiko Samsung A04 A04s M51 M33 M53 A52s A52 5G A73 A13 A23 A33 A53 A22 A03 A03s A51 A32 A31 A72 A71 A20s A110 21.000 ₫ 4.9 10k+ đã bán Cường lực 4D chống nhìn trộm cho iphone 14 pro max 13 pro max 12 pro max 11 pro max xs max x xr 7 8 plus 15 16 17 ProMax 31.800 ₫ 4.8 400k+ đã bán Ốp lưng iphone 13 pro max 11 pro max 12 pro max 14 pro max 15 pro max xs max xr x 7 plus 8 plus 16 ProMax nhám màu đen 27.900 ₫ 4.8 20k+ đã bán Cường lực KingKong iphone 16 Pro Max 17 ProMax 17 Air 15 ProMax 14 promax 13 12 promax 11 pro max xsmax x xs r 7 8 Plus 22.800 ₫ 4.9 200k+ đã bán Cường lực Baiko Tím cho iphone 17 ProMax 17 Air 16 ProMax 15 ProMax 14 ProMax 13 12 11 ProMax Xs Max xr x 7 8 plus 19.400 ₫ 4.9 30k+ đã bán CÓ THỂ BẠN CŨNG THÍCH -20% Kính Cường Lực Chống Nhìn Trộm Có Khung Tự Dán, Trong Suốt -iPhone 7/8/Plus/X/XS/XR/11/12/13/14/15/16/17Pro/Max/Mini/Air #ShopThinhHanh 4.8 23.900 ₫ Đã bán 1000k+ -42% Quạt Cầm Tay Mini PTLUXURY Tích Điện ,Pin Sạc 10.000mAh,5 Tốc Độ Gió Có Dây Đeo Cổ,Đèn LED Hiển Thị Mẫu Mới 52.000 ₫ Đã bán 70k+ -32% Kính cường lực tự dán chống nhìn trộm có khung tự dáncho iPhone 16 17 15 14 13 12 11 Pro Max XS XR XSMAX 6S 7 8 Plus SE 4.6 23.900 ₫ Đã bán 10k+ -15% Kính Cường Lực iPhone Khung Tự Dán, Tự Hút Bụi, Chống Nhìn Trộm, Full Màn - Ốp iP X/XS/11/12/13/14/15/16/17Pro/MaxAir #ShopThinhHanh 4.8 25.500 ₫ Đã bán 100k+ -23% Kính cường lực khung tự dán tự rút bụi siêu mịn dành cho iPhone 17 15 16 14 13 12 11 ProMax XR XSMAX 67 8Plus trong suốt 4.7 26.900 ₫ Đã bán 6k+ -48% dosen Sạc dự phòng power bank pd22.5w 10000mah 30000mah 50000mah pin dự phòng màn hình led tích hợp tích hợp 4.8 201.727 ₫ Đã bán 10k+ -38% Kính cường lực tự dán chống nhìn trộm 360 độ KINGKONG K360 có khung tự dán Iphone 11 12 13 14 15 16 17 Pro Plus Promax 4.7 25.000 ₫ Đã bán 10k+ -50% Kính cường lực khung tự dán cho Iphone 16Promax 16/15/14/13/12/11 Pro/Plus/Xs/Xr/sxmax 4.7 20.000 ₫ Đã bán 2k+ -47% Tai Nghe Bluetooth Lenovo LP2 Pro HIFI Stereo Giảm Tiếng Ồn Thông Minh Pin Dung Lượng Lớn #ShopThinhHanh 4.8 159.000 ₫ Đã bán 40k+ -33% Cường lực chống nhìn trộm 360 độ ip 15 pro max 16 17 14 pro max 11 xs max xr x 7 8 plus 13 12 xsmax - Origin Official 4.7 29.990 ₫ Đã bán 10k+ Bộ sạc nhanh PD 35W cho IP 17 16 15 14 13 12 11 Pro Max XS XR X 8 7 6 Phụ kiện, Bảo hành 1 Đổi mới 1 4.8 79.000 ₫ Đã bán 100k+ -1% COMBO Kính Cường Lực iphone BAIKO NANO siêu cứng full màn 6/7/8plus.../11/12/13/14/15/16/17/promax #ShopThinhHanh 4.9 17.998 ₫ Đã bán 20k+ -34% Máy massage cổ vai gáy xung điện - miếng dán massage mini sung điện toàn thân 4.5 9.900 ₫ Đã bán 100k+ -27% Kính Cường Lực KINGKONG GLASS Tự dán Chống Nhìn Trộm cho ip 14 Pro max 15Promax 16 Promax 17Pro 13 Pro Max Xsmax 11 12 4.6 18.900 ₫ Đã bán 100k+ -78% Dây Kháng Lực Powerband Topbody Kicosport Đa Năng Hỗ Trợ Tập Luyện Thể Thao Tiện Lợi Tại Nhà DKHAL01 4.9 14.900 ₫ Đã bán 100k+ -16% Ốp Lưng iPhone TPU Silicon Mềm 4 Góc Cao Cấp, Chống Sốc, Bảo Vệ Camera - iP 6/7/8/Plus/X/XS/11/12/13/14/15/16/17/Pro/Max #ShopThinhHanh 4.9 16.900 ₫ Đã bán 1000k+ -37% Dép đúc loufu nam nữ,unisex,Siêu bền êm đẹp CAO CẤP 4.9 35.123 ₫ Đã bán 3k+ -33% Pin Sạc Dự Phòng 20.000mah HB88 Habitek Sạc nhanh 100W, Có Dây Cap Sẵn, Sạc Cho Nhiều Dòng Điện Thoại 4.9 269.000 ₫ Đã bán 100k+ -46% Tai Nghe Baseus WM01 Bluetooth 5.3 tai nghe Chống Ồn Có Micro điều Khiển Bằng Cảm ứng #ShopThinhHanh 4.9 299.000 ₫ Đã bán 30k+ -39% Combo 2 quần short đùi thể thao THÁI KHANG loại quần đùi ngắn 2 túi thoải mái QUAN06 4.8 97.000 ₫ Đã bán 1k+ -39% Bộ Bàn Phím Và Chuột Bluetooth FreeWolf M68 LED Pro Gõ Siêu Êm Pin Sạc Keycap PBT Cho PC Lap 249.100₫ lúc 00:00 4.9 249.100 ₫ Đã bán 4k+ -26% Sách - Nhà giả kim (Nhã Nam HCM) 5.0 70.750 ₫ Đã bán 10k+ Dép Lê Nam Nữ Đúc Liền Nguyên Khối PVC Quai Ngang Siêu Bền Đẹp Chống Nước Chống Trơn Trượt Slipper 4.7 24.000 ₫ Đã bán 10k+ -61% Vợt pickleball Kamito Tiamo, mặt vợt carbon nhám, nhẹ, ổn định, bền bỉ 4.9 945.000 ₫ Đã bán 3k+ -50% Dây kháng lực tập gym JUSTFIT power band cao su đàn hồi trợ lực kéo xà, tập tay, chân, toàn thân #ShopThinhHanh 4.9 27.500 ₫ Đã bán 200k+ -31% Pin sạc dự phòng 20000mah sạc nhanh 40W màn hình LED 4.7 311.336 ₫ Đã bán 10k+ -37% Kính cường lực iphone Bảo Vệ Mắt camera 2 tầng KTMStore,11 Pro Max,12Pro 13Promax 14Pro max ,15 Promax 16Promax 4.8 31.735 ₫ Đã bán 40k+ -38% Sạc Nhanh Đa Năng 4IN1 65W / 120W Cao Cấp 1.2M, Dây Dù Chống Đứt - Cho USB-Type C, Type C-Type C, Type C- iP, USB-iP 4.9 19.000 ₫ Đã bán 7k+ -62% Kính Cường Lực Iphone Tự Dán Chống Nhìn Trộm FULL HỘP VÀNG Cho ip 7P/8P/X/XS/XR/11/12/13/14/15/16/17/Pro/Max 4.7 15.200 ₫ Đã bán 1000k+ -79% Quạt Cầm Tay PLSHARK 100 Mức Độ Gió Động Cơ Turbo Dung Lượng Pin 5000 mmAh [ BẢO HÀNH 6 THÁNG ] 4.5 75.000 ₫ Đã bán 30k+ -40% 【Hiện tại tạm thời không tặng kèm sticker gắn giày】 Dép thời trang, Dép cao su đế dày, nhẹ, chống mài mòn #ShopThinhHanh 4.8 81.000 ₫ Đã bán 2k+ -18% Sạc dự phòng 50000mAh sạc nhanh 22,5w dung lượng pin lớn có dây cắm nhiều điện thoại - Gutek GT230 4.8 449.000 ₫ Đã bán 100k+ -51% Thắt lưng mặt xoay nam thắt lưng nam cao cấp thời trang dây nịt da khóa tự động X003 4.8 37.000 ₫ Đã bán 100k+ -23% Giày Asia chính hãng, giày cầu lông thể thao đủ màu sang trọng chơi bóng bàn, bóng chuyền, chạy bộ 4.9 191.400 ₫ Đã bán 10k+ Củ Sạc Nhanh 120W PD USB TypeC, Bộ Sạc 4 Cổng Phù Hợp Cho Tất Cả Các Dòng Máy 27.000 ₫ Đã bán 9k+ -43% Thắt lưng mặt xoay nam cao cấp thời trang khóa tự động X003 sang trọng màu đen 4.7 15.999 ₫ Đã bán 70k+ -45% Giày cầu lông giày thể thao đa năng đế kếp nam nữ dùng cho các môn thể thao cầu lông, bóng bàn, chạy bộ 4.9 129.000 ₫ Đã bán 20k+ -25% Bóng Thi Đấu Pickleball Kamito X-Force (hộp 3 quả) 4.9 135.000 ₫ Đã bán 5k+ -10% Bộ sạc 50.000mAh, công suất120W, sạc nhanh PD 22.5W, kèm 4 cáp sạc, có đèn led - AUDIO365 269.000₫ lúc 00:00 4.8 269.000 ₫ Đã bán 10k+ -18% Pin sạc dự phòng 50000mAh Gutek GT240 sạc nhanh 22,5W có dây cắm nhiều điện thoại 4.9 449.000 ₫ Đã bán 20k+ -46% Quạt mini cầm tay M2 5000mAh di động màn hình hiển thị pin có thể sạc gió mạnh 100 tốc độ turbo phản lực 4.7 38.000 ₫ Đã bán 30k+ YZ Foam Runner Vân Nhám - SS2022 bản loang 4.7 299.000 ₫ Đã bán 404 -46% GOOJODOQ 5000mah Mini Power Bank cho iPhone Android Phone Cáp tích hợp Bộ sạc di động nhỏ gọn Lightning & Type C #ShopThinhHanh 4.7 98.000 ₫ Đã bán 50k+ -35% Dép sục nam eva siêu nhẹ đa năng đi mưa vs896 #ShopThinhHanh 4.9 65.000 ₫ Đã bán 10k+ -9% Giày Cầu Lông Asia MCS 02 , Giày Bóng Chuyền, Giày Thể Thao Đa Năng. Giày cao su Asiasports MCS02 Màu Trắng 4.9 196.000 ₫ Đã bán 80k+ -40% Sạc dự phòng 20000mah Gutek GT229 sạc nhanh 22,5w dung lượng pin lớn tích hợp dây sạc cho điện thoại 4.8 265.000 ₫ Đã bán 100k+ Dép Nam Nữ mã 1185 Quai Ngang Dép Đúc Siêu Bền Nhựa Dẻo Êm Chân Đế Chống Trượt 4.7 30.500 ₫ Đã bán 50k+ -43% Củ Sạc Nhanh 120W PD Type-C, Sạc Nhanh Cho Điện Thoại, Tương Thích Nhiều Thiết Bị 4.8 68.000 ₫ Đã bán 200k+ Xem Thêm Mã giảm giá của Shop Giảm 2k₫ Đơn Tối Thiểu 70k₫ HSD: 30.05.2026 Lưu 2 Giảm 6k₫ Đơn Tối Thiểu 100k₫ Đã dùng 77%, HSD: 31.05.2026 Lưu 10 Giảm 5k₫ Đơn Tối Thiểu 100k₫ HSD: 29.05.2026 Lưu 2 Giảm 8k₫ Đơn Tối Thiểu 150k₫ HSD: 30.05.2026 Lưu 5 Giảm 12k₫ Đơn Tối Thiểu 250k₫ HSD: 30.05.2026 Lưu 5 Giảm 30k₫ Đơn Tối Thiểu 500k₫ HSD: 30.05.2026 Lưu 5 Top Sản Phẩm Nổi Bật Cường lực camera iphone 15 ProMax 16 ProMax 17 ProMax 17 Air 14 Pro Max 14 Plus 13 ProMax 12 Pro Max 11 Pro Max 12 Mini 15.900 ₫ Ốp lưng iphone trong suốt chống sốc - Hỗ trợ sạc không dây cho 11 pro max 12 promax 13 14 15 Plus 16 17 ProMax 17 Air 26.800 ₫ Ốp iphone 17 ProMax 17 Air 14 Pro Max 14 Plus 13 12 ProMax 11 ProMax 15 16 Pro Max Xs Max X Xr 7 8 Plus - Trong suốt 12.500 ₫ Cáp sạc nhanh đa năng 4 trong 1 hỗ trợ truyền dữ liệu và sạc nhanh 20W và điện thoại android Type-C 65W [SKY] 44.900 ₫ PPF mặt sau iphone 17 ProMax 16 ProMax 14 ProMax 14 Plus 13 Pro Max 12 ProMax 11 15 ProMax Xs Max 7 Plus 8 X Xr Dán PPF 28.800 ₫ Kính cường lực iphone Baiko không viền Full màn hình cho ip 16 ProMax 17 ProMax 17 Air 15 14 13 12 11 Pro Max X Xs Xr 22.900 ₫ Kính cường lực chống nhìn trộm tự dán lọc bụi ESD iphone 17 ProMax 17 Air 16 ProMax 14 13 12 11 Pro Max Xs X Xr 15 Plus 29.900 ₫ Cường lực chống nhìn trộm có khung tự dán cho iphone 11 pro max 12 pro max 13 promax x xr xs max 7 8 plus 14 15 16 17 26.900 ₫ DỊCH VỤ KHÁCH HÀNG Trung Tâm Trợ Giúp Shopee Shopee Blog Shopee Mall Hướng Dẫn Mua Hàng/Đặt Hàng Hướng Dẫn Bán Hàng Ví ShopeePay Shopee Xu Đơn Hàng Trả Hàng/Hoàn Tiền Liên Hệ Shopee Chính Sách Bảo Hành SHOPEE VIỆT NAM Về Shopee Tuyển Dụng Điều Khoản Shopee Chính Sách Bảo Mật Shopee Mall Kênh Người Bán Flash Sale Tiếp Thị Liên Kết Liên Hệ Truyền Thông THANH TOÁN ĐƠN VỊ VẬN CHUYỂN THEO DÕI SHOPEE Facebook Instagram LinkedIn TẢI ỨNG DỤNG SHOPEE © 2026 Shopee. Tất cả các quyền được bảo lưu. Quốc gia & Khu vực: Argentina Singapore Indonesia Thái Lan Malaysia Việt Nam Philippines Brazil México Đài Loan CHÍNH SÁCH BẢO MẬT QUY CHẾ HOẠT ĐỘNG CHÍNH SÁCH VẬN CHUYỂN CHÍNH SÁCH TRẢ HÀNG VÀ HOÀN TIỀN Công ty TNHH Shopee Địa chỉ: Tầng 4-5-6, Tòa nhà Capital Place, số 29 đường Liễu Giai, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam Chăm sóc khách hàng: Gọi tổng đài Shopee (miễn phí) hoặc Trò chuyện với Shopee ngay trên Trung tâm trợ giúp Chịu Trách Nhiệm Quản Lý Nội Dung: Nguyễn Bùi Anh Tuấn Mã số doanh nghiệp: 0106773786 do Sở Kế hoạch và Đầu tư TP Hà Nội cấp lần đầu ngày 10/02/2015 © 2015 - Bản quyền thuộc về Công ty TNHH Shopee 2"
9,"Chất lượng sản phẩm: ok Đúng với mô tả: Đúng như mô tả shop đóng gói rất cẩn thận Giao hàng nhanh Chất lượng sản phẩm tốt Shipper nhiệt tình thân thiện Tặng shop 5S 0:09"
9,"Đúng với mô tả: dung mo ta Chất lượng sản phẩm: tot Hàng đpe y hình, đáng để mua lắm ạ, shop tặng quà siêu thích, sp để gọn gàn đẹp, chịu😀 ạ 0:06"
9,"Chất lượng: tốt Ý là bạn t gthiu dùng. T ko biết thay kính mà t vẫn 1 mình thay đc :)))) hum biết chất lượng sao nhma tui thấy rẻ hơn ở ngoài :))) và giá cả hợp lí có bễ thì mua thay cũm oki 0:06"
9,"Chất lượng sản phẩm: tốt Đúng với mô tả: kính cường lực tự dán iphone X, 13pro, 12promax Đóng gói sản phẩm tốt, kháng nước, kháng bụi, giao hàng nhanh, tặng kèm khăn lau đầy đủ, dễ dán như mô tả,...cho shop 5 sao uy tín 0:07 2 dgyv00a6q8"
9,"Đúng với mô tả: Đúng với mô tả Chất lượng sản phẩm: Mới dùng Thấy đóng gói cẩn thận, dễ dán, thấy chống nhìn trộm khá tốt 0:06"
9,"Đúng với mô tả: kính cường lực Chất lượng sản phẩm: dễ dùng Dán khá dễ dàng, k lo phải đuổi khí, tuy nhiên phải lau sạch bụi để tránh những lỗ hổng. Kinh chống nhìn trộm ở mức độ vừa phải 0:32"
10,"Hàng xịn, chất lượng cao, dùng rất ổn trong tầm gí luôn. Đóng gói kỹ. 10 điểm dành cho shop. Mình mua về dùng cảm thấy rất hài lòng 0:09"
10,"Chất lượng sản phẩm: toots Đúng với mô tả: chuẩn Cảm ơn shop rất nhiều ah shop rất là tuyệt vời luôn ạ Cho shop 11₫ luon ạ hihi 0:06 1 arrowflash2025"
10,"Chất lượng sản phẩm: ok Đúng với mô tả: đúng miếng dán khá dễ dùng, chỉ cần để điện thoại vào cái khuôn bằng nhựa này rồi kéo mấy tấm băng keo ra là dán đc màn hình 0:04"
10,"Chất lượng sản phẩm: tốt Đúng với mô tả: đúng mở hàng thấy kính rất cứng chắc chắn chất lượng tốt khỏi phải bàn giá tầm ổn ok 0:04"
10,"Chất lượng sản phẩm: very good Đúng với mô tả: Đúng nha Kính cường lực siêu xịn luôn, dày dặn, chống nhìn siêu tốt, có khung để dán nên rất dễ, không bị bong bóng, được tặng kèm khẩu trang với giấy lau nè 0:07 1 chuotle3"
